fn,bbox
455.tif,"[[207, 54, 239, 86], [-13, 154, 19, 186], [64, 128, 96, 160], [121, 112, 153, 144], [69, 166, 101, 198], [46, 68, 78, 100], [112, 49, 144, 81], [27, 11, 59, 43]]"
456.tif,"[[178, 169, 210, 201], [102, 181, 134, 213], [95, 143, 127, 175], [91, 87, 123, 119], [168, 60, 200, 92], [173, 99, 205, 131], [150, 1, 182, 33], [13, 44, 45, 76], [-4, 119, 28, 151], [17, 170, 49, 202]]"
457.tif,"[[175, 175, 207, 207], [198, 60, 230, 92], [156, 118, 188, 150], [160, 29, 192, 61], [104, 80, 136, 112], [50, 77, 82, 109], [4, 104, 36, 136], [-7, 208, 25, 240]]"
458.tif,"[[154, 30, 186, 62], [165, 135, 197, 167], [166, 184, 198, 216], [79, 193, 111, 225], [4, 149, 36, 181], [70, 130, 102, 162], [60, 60, 92, 92], [27, 34, 59, 66], [-15, 92, 17, 124], [-11, 3, 21, 35]]"
459.tif,"[[99, 189, 131, 221], [156, 174, 188, 206], [81, 130, 113, 162], [147, 111, 179, 143], [137, 41, 169, 73], [104, 15, 136, 47], [62, 73, 94, 105], [10, 35, 42, 67]]"
460.tif,"[[125, 171, 157, 203], [190, 152, 222, 184], [181, 82, 213, 114], [148, 56, 180, 88], [105, 114, 137, 146], [110, 25, 142, 57], [53, 76, 85, 108], [0, 73, 32, 105]]"
461.tif,"[[36, 157, 68, 189], [113, 130, 145, 162], [170, 114, 202, 146], [118, 169, 150, 201], [96, 70, 128, 102], [161, 52, 193, 84], [76, 14, 108, 46]]"
462.tif,"[[138, 207, 170, 239], [204, 188, 236, 220], [194, 117, 226, 149], [162, 92, 194, 124], [119, 150, 151, 182], [123, 61, 155, 93], [67, 112, 99, 144], [13, 109, 45, 141], [66, 3, 98, 35], [151, -10, 183, 22]]"
463.tif,"[[174, 204, 206, 236], [198, 90, 230, 122], [155, 148, 187, 180], [159, 59, 191, 91], [103, 110, 135, 142], [49, 107, 81, 139], [4, 133, 36, 165], [102, 1, 134, 33], [187, -12, 219, 20]]"
464.tif,"[[175, 119, 207, 151], [129, 146, 161, 178], [-11, 102, 21, 134], [63, 63, 95, 95], [49, 108, 81, 140], [80, 196, 112, 228]]"
465.tif,"[[177, 161, 209, 193], [201, 46, 233, 78], [158, 104, 190, 136], [163, 15, 195, 47], [106, 66, 138, 98], [52, 63, 84, 95], [7, 90, 39, 122], [-4, 194, 28, 226], [40, 204, 72, 236]]"
466.tif,"[[187, 17, 219, 49], [141, 43, 173, 75], [130, 148, 162, 180], [174, 158, 206, 190], [1, 0, 33, 32], [6, 120, 38, 152], [61, 5, 93, 37], [92, 94, 124, 126], [45, 191, 77, 223]]"
467.tif,"[[194, 200, 226, 232], [191, 144, 223, 176], [79, -13, 111, 19], [68, 91, 100, 123], [112, 101, 144, 133], [95, 176, 127, 208], [30, 37, 62, 69], [7, 187, 39, 219]]"
468.tif,"[[145, 1, 177, 33], [190, 11, 222, 43], [173, 85, 205, 117], [193, 137, 225, 169], [60, 44, 92, 76], [84, 97, 116, 129], [108, 159, 140, 191], [100, 202, 132, 234]]"
469.tif,"[[144, 158, 176, 190], [141, 108, 173, 140], [162, 52, 194, 84], [155, 13, 187, 45], [56, -11, 88, 21], [76, 41, 108, 73], [64, 121, 96, 153], [-9, 63, 23, 95], [54, 158, 86, 190]]"
470.tif,"[[202, 198, 234, 230], [203, 148, 235, 180], [131, 102, 163, 134], [129, 52, 161, 84], [150, -4, 182, 28], [64, -15, 96, 17], [52, 65, 84, 97], [42, 102, 74, 134]]"
471.tif,"[[208, 207, 240, 239], [156, 169, 188, 201], [102, 166, 134, 198], [57, 193, 89, 225], [155, 61, 187, 93], [120, 24, 152, 56], [180, 23, 212, 55], [5, -10, 37, 22], [-10, 110, 22, 142]]"
472.tif,"[[204, 206, 236, 238], [147, 149, 179, 181], [112, 112, 144, 144], [172, 111, 204, 143], [161, 9, 193, 41], [97, 5, 129, 37], [-3, 78, 29, 110]]"
473.tif,"[[205, 207, 237, 239], [167, 176, 199, 208], [109, 119, 141, 151], [75, 82, 107, 114], [135, 81, 167, 113], [194, 106, 226, 138]]"
474.tif,"[[192, 23, 224, 55], [149, 201, 181, 233], [116, 175, 148, 207], [78, 144, 110, 176], [22, 196, 54, 228], [20, 87, 52, 119], [-14, 51, 18, 83], [46, 49, 78, 81], [105, 74, 137, 106], [132, 21, 164, 53]]"
475.tif,"[[165, 29, 197, 61], [196, 104, 228, 136], [122, 206, 154, 238], [90, 181, 122, 213], [51, 150, 83, 182], [-5, 201, 27, 233], [-6, 93, 26, 125], [19, 55, 51, 87], [79, 80, 111, 112], [105, 27, 137, 59]]"
476.tif,"[[175, 12, 207, 44], [174, 183, 206, 215], [114, 181, 146, 213], [117, 49, 149, 81], [61, 16, 93, 48], [17, 108, 49, 140]]"
477.tif,"[[193, 173, 225, 205], [137, 139, 169, 171], [60, 181, 92, 213], [166, 66, 198, 98], [157, -14, 189, 18], [37, 23, 69, 55], [22, 68, 54, 100]]"
478.tif,"[[131, 195, 163, 227], [97, 159, 129, 191], [157, 158, 189, 190], [146, 56, 178, 88], [113, 6, 145, 38], [81, 52, 113, 84]]"
479.tif,"[[98, 180, 130, 212], [158, 179, 190, 211], [191, -15, 223, 17], [147, 77, 179, 109], [114, 27, 146, 59], [83, 73, 115, 105]]"
480.tif,"[[117, 177, 149, 209], [83, 140, 115, 172], [143, 139, 175, 171], [202, 164, 234, 196], [132, 38, 164, 70], [99, -12, 131, 20], [67, 34, 99, 66]]"
481.tif,"[[204, 110, 236, 142], [170, 163, 202, 195], [144, 136, 176, 168], [112, 201, 144, 233], [56, 167, 88, 199], [85, 94, 117, 126], [76, 14, 108, 46], [154, 1, 186, 33]]"
482.tif,"[[201, 178, 233, 210], [144, 206, 176, 238], [25, 191, 57, 223], [16, 110, 48, 142], [93, 98, 125, 130], [166, 105, 198, 137], [179, 65, 211, 97], [116, 58, 148, 90], [201, 6, 233, 38]]"
483.tif,"[[144, 76, 176, 108], [92, 145, 124, 177], [77, 190, 109, 222], [23, 172, 55, 204], [96, 35, 128, 67], [158, 8, 190, 40]]"
484.tif,"[[171, 194, 203, 226], [148, 36, 180, 68], [133, 81, 165, 113], [79, 63, 111, 95], [70, 151, 102, 183], [1, 24, 33, 56]]"
485.tif,"[[192, 49, 224, 81], [177, 94, 209, 126], [123, 77, 155, 109], [114, 165, 146, 197], [45, 38, 77, 70]]"
486.tif,"[[176, 203, 208, 235], [144, 153, 176, 185], [112, 199, 144, 231], [121, -5, 153, 27], [106, 40, 138, 72], [52, 23, 84, 55], [43, 110, 75, 142]]"
487.tif,"[[159, 198, 191, 230], [90, 167, 122, 199], [43, 126, 75, 158], [104, 98, 136, 130], [152, -6, 184, 26], [9, -11, 41, 21], [4, 42, 36, 74], [48, 68, 80, 100]]"
488.tif,"[[114, 185, 146, 217], [66, 144, 98, 176], [128, 117, 160, 149], [176, 12, 208, 44], [32, 7, 64, 39], [28, 60, 60, 92], [71, 86, 103, 118]]"
489.tif,"[[171, 105, 203, 137], [124, 179, 156, 211], [113, 133, 145, 165], [80, 187, 112, 219], [53, 159, 85, 191], [-5, 118, 27, 150], [-14, 37, 18, 69], [63, 25, 95, 57], [136, 33, 168, 65], [149, -8, 181, 24], [86, -15, 118, 17]]"
490.tif,"[[183, 191, 215, 223], [7, 204, 39, 236], [-2, 123, 30, 155], [75, 111, 107, 143], [148, 119, 180, 151], [161, 79, 193, 111], [98, 71, 130, 103], [183, 19, 215, 51]]"
491.tif,"[[121, 182, 153, 214], [58, 174, 90, 206], [198, 193, 230, 225], [143, 122, 175, 154], [85, 79, 117, 111], [147, 47, 179, 79], [55, -5, 87, 27], [17, 46, 49, 78]]"
492.tif,"[[208, 207, 240, 239], [198, 162, 230, 194], [137, 188, 169, 220], [79, 146, 111, 178], [70, 66, 102, 98], [1, 34, 33, 66], [147, 53, 179, 85], [170, 14, 202, 46]]"
493.tif,"[[207, 167, 239, 199], [14, 144, 46, 176], [97, 162, 129, 194], [95, 77, 127, 109], [148, 73, 180, 105], [53, -5, 85, 27]]"
494.tif,"[[34, 177, 66, 209], [171, 182, 203, 214], [129, 100, 161, 132], [38, 102, 70, 134], [87, 6, 119, 38], [46, 37, 78, 69], [-8, 12, 24, 44]]"
495.tif,"[[69, 186, 101, 218], [11, 144, 43, 176], [206, 191, 238, 223], [164, 109, 196, 141], [74, 111, 106, 143], [122, 15, 154, 47], [82, 46, 114, 78], [28, 21, 60, 53]]"
496.tif,"[[199, 103, 231, 135], [168, 62, 200, 94], [132, 182, 164, 214], [23, 177, 55, 209], [21, 92, 53, 124], [73, 88, 105, 120], [79, -4, 111, 28]]"
497.tif,"[[9, 159, 41, 191], [146, 164, 178, 196], [198, 160, 230, 192], [204, 68, 236, 100], [104, 82, 136, 114], [13, 84, 45, 116], [62, -12, 94, 20], [21, 19, 53, 51]]"
498.tif,"[[180, 156, 212, 188], [149, 115, 181, 147], [203, 10, 235, 42], [125, 18, 157, 50], [84, -6, 116, 26], [1, 145, 33, 177], [54, 141, 86, 173], [60, 49, 92, 81]]"
499.tif,"[[197, 34, 229, 66], [156, 10, 188, 42], [74, 161, 106, 193], [126, 157, 158, 189], [132, 65, 164, 97], [32, 79, 64, 111], [-10, -15, 22, 17]]"
500.tif,"[[2, 176, 34, 208], [155, 141, 187, 173], [64, 144, 96, 176], [168, 9, 200, 41], [113, 47, 145, 79], [72, 79, 104, 111], [18, 54, 50, 86]]"
501.tif,"[[63, 200, 95, 232], [126, 168, 158, 200], [171, -1, 203, 31], [174, 71, 206, 103], [133, 103, 165, 135], [79, 78, 111, 110], [19, 61, 51, 93], [33, 115, 65, 147], [-4, 167, 28, 199]]"
502.tif,"[[199, 139, 231, 171], [196, 57, 228, 89], [139, 166, 171, 198], [162, 79, 194, 111], [72, 170, 104, 202], [14, 136, 46, 168], [90, 2, 122, 34], [126, 4, 158, 36]]"
503.tif,"[[175, 159, 207, 191], [103, 83, 135, 115], [139, 85, 171, 117], [184, -12, 216, 20], [98, 5, 130, 37], [22, 64, 54, 96]]"
504.tif,"[[161, 143, 193, 175], [184, 56, 216, 88], [94, 148, 126, 180], [36, 114, 68, 146], [39, 186, 71, 218]]"
505.tif,"[[184, 90, 216, 122], [187, 163, 219, 195], [146, 194, 178, 226], [92, 169, 124, 201], [92, -1, 124, 31], [12, 55, 44, 87], [32, 152, 64, 184], [46, 207, 78, 239]]"
506.tif,"[[196, 150, 228, 182], [172, 206, 204, 238], [151, 83, 183, 115], [174, -4, 206, 28], [85, 87, 117, 119], [26, 53, 58, 85], [29, 126, 61, 158], [-12, 157, 20, 189]]"
507.tif,"[[80, 196, 112, 228], [142, 164, 174, 196], [188, -6, 220, 26], [191, 67, 223, 99], [150, 99, 182, 131], [96, 73, 128, 105], [-12, 27, 20, 59], [36, 56, 68, 88], [-15, 69, 17, 101], [50, 111, 82, 143], [13, 163, 45, 195]]"
508.tif,"[[-3, 192, 29, 224], [150, 157, 182, 189], [60, 160, 92, 192], [164, 25, 196, 57], [105, -10, 137, 22], [108, 63, 140, 95], [68, 95, 100, 127], [14, 70, 46, 102]]"
509.tif,"[[157, 208, 189, 240], [65, 117, 97, 149], [152, 55, 184, 87], [101, 24, 133, 56], [38, 32, 70, 64], [20, 81, 52, 113], [-10, -11, 22, 21], [-15, 172, 17, 204]]"
510.tif,"[[147, 9, 179, 41], [197, 126, 229, 158], [129, 89, 161, 121], [100, 141, 132, 173], [177, 181, 209, 213], [82, 193, 114, 225], [23, 144, 55, 176], [41, 96, 73, 128], [56, 21, 88, 53]]"
511.tif,"[[193, 172, 225, 204], [105, 179, 137, 211], [120, 105, 152, 137], [133, 46, 165, 78], [3, 152, 35, 184], [25, 92, 57, 124], [32, 34, 64, 66]]"
512.tif,"[[178, 16, 210, 48], [130, 146, 162, 178], [142, 87, 174, 119], [13, 193, 45, 225], [35, 133, 67, 165], [42, 76, 74, 108], [52, 6, 84, 38], [-8, 21, 24, 53]]"
513.tif,"[[193, 168, 225, 200], [150, 51, 182, 83], [102, 180, 134, 212], [114, 121, 146, 153], [7, 167, 39, 199], [14, 110, 46, 142], [24, 41, 56, 73]]"
514.tif,"[[168, 179, 200, 211], [194, 163, 226, 195], [165, 97, 197, 129], [108, 206, 140, 238], [131, 119, 163, 151], [58, 43, 90, 75], [95, 45, 127, 77]]"
515.tif,"[[98, 168, 130, 200], [124, 152, 156, 184], [95, 87, 127, 119], [187, 95, 219, 127], [38, 196, 70, 228], [61, 108, 93, 140], [154, 12, 186, 44], [-12, 32, 20, 64], [25, 34, 57, 66]]"
516.tif,"[[78, 184, 110, 216], [114, 186, 146, 218], [159, 90, 191, 122], [181, 29, 213, 61], [107, 37, 139, 69], [73, 107, 105, 139], [17, 77, 49, 109], [-3, 165, 29, 197]]"
517.tif,"[[207, 117, 239, 149], [163, 0, 195, 32], [189, 197, 221, 229], [101, 204, 133, 236], [116, 130, 148, 162], [128, 71, 160, 103], [-2, 177, 30, 209], [20, 117, 52, 149], [27, 59, 59, 91], [38, -10, 70, 22]]"
518.tif,"[[169, 185, 201, 217], [182, 125, 214, 157], [74, 172, 106, 204], [81, 114, 113, 146], [91, 45, 123, 77], [31, 60, 63, 92], [12, 92, 44, 124], [-1, 179, 31, 211]]"
519.tif,"[[130, 159, 162, 191], [122, 83, 154, 115], [70, 174, 102, 206], [51, 206, 83, 238], [10, 97, 42, 129], [196, 12, 228, 44], [44, 33, 76, 65]]"
520.tif,"[[155, -3, 187, 29], [178, 159, 210, 191], [32, 157, 64, 189], [106, 86, 138, 118], [54, 58, 86, 90], [19, 33, 51, 65]]"
521.tif,"[[91, 142, 123, 174], [83, 66, 115, 98], [32, 157, 64, 189], [12, 189, 44, 221], [158, -5, 190, 27], [6, 15, 38, 47]]"
522.tif,"[[113, 188, 145, 220], [121, 130, 153, 162], [131, 61, 163, 93], [123, -15, 155, 17], [71, 76, 103, 108], [52, 108, 84, 140], [39, 195, 71, 227], [11, -1, 43, 31]]"
523.tif,"[[142, 177, 174, 209], [164, 116, 196, 148], [172, 59, 204, 91], [182, -10, 214, 22], [122, 4, 154, 36], [103, 36, 135, 68], [90, 123, 122, 155], [56, 194, 88, 226], [0, 164, 32, 196], [-4, 71, 28, 103], [17, 16, 49, 48]]"
524.tif,"[[77, 198, 109, 230], [113, 200, 145, 232], [158, 104, 190, 136], [180, 44, 212, 76], [188, -13, 220, 19], [106, 51, 138, 83], [72, 121, 104, 153], [16, 92, 48, 124], [-4, 180, 28, 212], [12, -2, 44, 30]]"
525.tif,"[[154, 131, 186, 163], [176, 71, 208, 103], [183, 14, 215, 46], [114, -9, 146, 23], [101, 78, 133, 110], [67, 148, 99, 180], [11, 119, 43, 151], [-9, 207, 23, 239], [7, 25, 39, 57]]"
526.tif,"[[142, 151, 174, 183], [178, 153, 210, 185], [170, 4, 202, 36], [137, 74, 169, 106], [81, 45, 113, 77], [61, 132, 93, 164], [-14, -1, 18, 31], [33, 19, 65, 51], [9, 102, 41, 134]]"
527.tif,"[[207, 153, 239, 185], [164, 41, 196, 73], [145, 73, 177, 105], [132, 160, 164, 192], [42, 201, 74, 233], [38, 108, 70, 140], [59, 52, 91, 84], [-6, 176, 26, 208]]"
528.tif,"[[206, 193, 238, 225], [164, 81, 196, 113], [144, 113, 176, 145], [131, 200, 163, 232], [38, 147, 70, 179], [58, 92, 90, 124], [103, 4, 135, 36]]"
529.tif,"[[141, 168, 173, 200], [29, 182, 61, 214], [174, -6, 206, 26], [164, 69, 196, 101], [129, 44, 161, 76], [64, 117, 96, 149], [83, 19, 115, 51], [42, 9, 74, 41]]"
530.tif,"[[116, 191, 148, 223], [160, 103, 192, 135], [99, 76, 131, 108], [195, 39, 227, 71], [90, 8, 122, 40], [64, 65, 96, 97], [5, 19, 37, 51], [35, 200, 67, 232], [16, 164, 48, 196]]"
531.tif,"[[202, 35, 234, 67], [136, 57, 168, 89], [88, 146, 120, 178], [89, 44, 121, 76], [46, 43, 78, 75], [36, 118, 68, 150], [0, 93, 32, 125]]"
532.tif,"[[92, 201, 124, 233], [167, 129, 199, 161], [168, 27, 200, 59], [125, 26, 157, 58], [115, 102, 147, 134], [80, 76, 112, 108], [15, 150, 47, 182], [34, 51, 66, 83], [-7, 41, 25, 73]]"
533.tif,"[[200, 70, 232, 102], [152, 159, 184, 191], [153, 57, 185, 89], [110, 56, 142, 88], [100, 132, 132, 164], [64, 106, 96, 138], [-1, 180, 31, 212], [19, 81, 51, 113], [1, 1, 33, 33]]"
534.tif,"[[128, 21, 160, 53], [152, 163, 184, 195], [86, 185, 118, 217], [38, 171, 70, 203], [-5, 171, 27, 203], [9, 47, 41, 79]]"
535.tif,"[[171, 165, 203, 197], [185, 41, 217, 73], [137, 83, 169, 115], [80, 190, 112, 222], [39, 180, 71, 212], [63, 110, 95, 142], [27, 41, 59, 73]]"
536.tif,"[[65, 135, 97, 167], [140, 63, 172, 95], [88, 36, 120, 68], [52, 11, 84, 43], [-13, 84, 19, 116], [7, -15, 39, 17]]"
537.tif,"[[174, 160, 206, 192], [62, 174, 94, 206], [0, 147, 32, 179], [207, -14, 239, 18], [197, 61, 229, 93], [161, 36, 193, 68], [96, 109, 128, 141], [116, 11, 148, 43], [74, 1, 106, 33], [-8, 79, 24, 111]]"
538.tif,"[[194, 207, 226, 239], [134, 129, 166, 161], [72, 103, 104, 135], [168, 65, 200, 97], [64, 35, 96, 67], [37, 92, 69, 124], [-11, 190, 21, 222]]"
539.tif,"[[176, 38, 208, 70], [166, 114, 198, 146], [131, 88, 163, 120], [66, 162, 98, 194], [85, 63, 117, 95], [44, 53, 76, 85]]"
540.tif,"[[186, 44, 218, 76], [175, 176, 207, 208], [129, 151, 161, 183], [88, 141, 120, 173], [112, 71, 144, 103], [76, 3, 108, 35], [-5, 113, 27, 145]]"
541.tif,"[[173, 192, 205, 224], [192, 94, 224, 126], [151, 84, 183, 116], [175, 14, 207, 46], [35, 14, 67, 46], [59, 55, 91, 87], [68, 162, 100, 194], [-12, 0, 20, 32], [16, 97, 48, 129]]"
542.tif,"[[175, 71, 207, 103], [164, 203, 196, 235], [118, 177, 150, 209], [77, 168, 109, 200], [101, 98, 133, 130], [65, 29, 97, 61], [-3, 2, 29, 34], [-15, 139, 17, 171]]"
543.tif,"[[185, 98, 217, 130], [137, 140, 169, 172], [63, 167, 95, 199], [28, 98, 60, 130], [76, 36, 108, 68]]"
544.tif,"[[153, 175, 185, 207], [115, 172, 147, 204], [56, 139, 88, 171], [-10, 135, 22, 167]]"
545.tif,"[[195, 179, 227, 211], [121, 205, 153, 237], [85, 137, 117, 169], [134, 75, 166, 107], [89, 16, 121, 48], [52, 14, 84, 46], [-14, 97, 18, 129], [17, 110, 49, 142]]"
546.tif,"[[184, 148, 216, 180], [188, 27, 220, 59], [151, 25, 183, 57], [85, 108, 117, 140], [116, 121, 148, 153], [92, -9, 124, 23], [26, -12, 58, 20], [33, 203, 65, 235]]"
547.tif,"[[201, 152, 233, 184], [127, 179, 159, 211], [91, 110, 123, 142], [140, 48, 172, 80], [95, -10, 127, 22], [58, -13, 90, 19], [-8, 70, 24, 102], [23, 83, 55, 115], [-14, 179, 18, 211]]"
548.tif,"[[185, 68, 217, 100], [179, 177, 211, 209], [133, 163, 165, 195], [76, 132, 108, 164]]"
549.tif,"[[188, 155, 220, 187], [146, 145, 178, 177], [170, 75, 202, 107], [135, 7, 167, 39], [30, 76, 62, 108], [54, 117, 86, 149], [11, 158, 43, 190]]"
550.tif,"[[106, 147, 138, 179], [44, 120, 76, 152], [206, 9, 238, 41], [141, 82, 173, 114], [36, 52, 68, 84], [9, 109, 41, 141]]"
551.tif,"[[203, 193, 235, 225], [185, 18, 217, 50], [195, 124, 227, 156], [168, 182, 200, 214], [142, 59, 174, 91], [78, 36, 110, 68], [33, 26, 65, 58], [7, 91, 39, 123], [58, 121, 90, 153], [109, 135, 141, 167]]"
552.tif,"[[128, 178, 160, 210], [177, 115, 209, 147], [132, 57, 164, 89], [95, 54, 127, 86], [30, 137, 62, 169], [60, 150, 92, 182], [36, 20, 68, 52]]"
553.tif,"[[94, -14, 126, 18], [177, 190, 209, 222], [118, 156, 150, 188], [52, 153, 84, 185]]"
554.tif,"[[184, 99, 216, 131], [147, 172, 179, 204], [102, 162, 134, 194], [127, 68, 159, 100]]"
555.tif,"[[204, 183, 236, 215], [162, 173, 194, 205], [186, 103, 218, 135], [151, 35, 183, 67], [52, -6, 84, 26], [82, 7, 114, 39], [46, 104, 78, 136], [70, 145, 102, 177], [0, 89, 32, 121], [27, 186, 59, 218]]"
556.tif,"[[198, -14, 230, 18], [162, 82, 194, 114], [186, 123, 218, 155], [116, 68, 148, 100], [143, 165, 175, 197], [79, 141, 111, 173], [34, 132, 66, 164], [58, 37, 90, 69], [8, 196, 40, 228]]"
557.tif,"[[194, -14, 226, 18], [157, 59, 189, 91], [112, 49, 144, 81], [11, 97, 43, 129], [-6, 184, 26, 216], [86, 114, 118, 146], [138, 144, 170, 176], [188, 158, 220, 190]]"
558.tif,"[[154, 10, 186, 42], [185, 23, 217, 55], [148, 119, 180, 151], [172, 160, 204, 192], [102, 105, 134, 137], [129, 201, 161, 233], [65, 178, 97, 210], [20, 168, 52, 200], [45, 74, 77, 106]]"
559.tif,"[[85, 184, 117, 216]]"
560.tif,"[[161, 18, 193, 50], [197, 79, 229, 111], [196, 99, 228, 131], [19, 117, 51, 149], [65, 172, 97, 204], [204, 185, 236, 217]]"
561.tif,"[[8, 79, 40, 111], [43, 139, 75, 171], [42, 159, 74, 191]]"
562.tif,"[[48, 38, 80, 70], [47, 58, 79, 90], [119, 137, 151, 169], [56, 145, 88, 177], [2, 191, 34, 223], [93, 203, 125, 235], [180, 205, 212, 237], [186, 134, 218, 166]]"
563.tif,"[[76, 10, 108, 42], [174, 60, 206, 92], [32, 159, 64, 191]]"
564.tif,"[[90, 131, 122, 163], [137, 186, 169, 218], [25, 197, 57, 229]]"
565.tif,"[[9, 52, 41, 84], [70, 119, 102, 151], [106, 123, 138, 155], [76, 49, 108, 81], [105, 4, 137, 36], [146, 68, 178, 100], [171, 67, 203, 99], [23, 203, 55, 235], [51, 198, 83, 230]]"
566.tif,"[[127, 28, 159, 60], [126, 48, 158, 80], [-4, 122, 28, 154], [198, 127, 230, 159], [135, 135, 167, 167], [81, 181, 113, 213], [115, 203, 147, 235], [172, 193, 204, 225]]"
567.tif,"[[128, 34, 160, 66], [65, 41, 97, 73], [11, 88, 43, 120], [2, 116, 34, 148], [45, 110, 77, 142], [102, 100, 134, 132], [189, 101, 221, 133], [195, 31, 227, 63], [143, 185, 175, 217], [170, 180, 202, 212], [16, 207, 48, 239]]"
568.tif,"[[107, -6, 139, 26], [106, 14, 138, 46], [178, 92, 210, 124], [115, 100, 147, 132], [61, 146, 93, 178], [52, 175, 84, 207], [95, 169, 127, 201], [152, 159, 184, 191]]"
569.tif,"[[0, 7, 32, 39], [-10, 35, 22, 67], [34, 29, 66, 61], [91, 19, 123, 51], [177, 20, 209, 52], [131, 104, 163, 136], [99, 187, 131, 219], [159, 99, 191, 131], [5, 126, 37, 158]]"
570.tif,"[[-3, -8, 29, 24], [69, 71, 101, 103], [5, 78, 37, 110], [-14, 147, 18, 179], [43, 137, 75, 169], [129, 138, 161, 170], [166, 142, 198, 174], [136, 68, 168, 100], [164, 23, 196, 55], [205, 87, 237, 119]]"
571.tif,"[[185, -14, 217, 18], [132, 32, 164, 64], [122, 61, 154, 93], [166, 55, 198, 87], [79, 99, 111, 131], [0, 124, 32, 156], [22, 202, 54, 234], [137, 152, 169, 184], [73, 172, 105, 204]]"
572.tif,"[[150, 92, 182, 124], [130, 143, 162, 175], [108, 193, 140, 225]]"
573.tif,"[[128, 46, 160, 78], [175, 101, 207, 133], [63, 112, 95, 144], [43, 164, 75, 196]]"
574.tif,"[[2, 33, 34, 65], [63, 101, 95, 133], [99, 105, 131, 137], [69, 31, 101, 63], [98, -14, 130, 18], [139, 50, 171, 82], [164, 48, 196, 80], [17, 185, 49, 217], [44, 180, 76, 212], [127, 196, 159, 228]]"
575.tif,"[[20, 68, 52, 100], [-6, 134, 26, 166], [80, 135, 112, 167], [117, 139, 149, 171], [87, 65, 119, 97], [115, 20, 147, 52], [156, 84, 188, 116], [182, 83, 214, 115]]"
576.tif,"[[13, -4, 45, 28], [48, 56, 80, 88], [47, 76, 79, 108], [119, 155, 151, 187], [56, 163, 88, 195], [186, 153, 218, 185]]"
577.tif,"[[46, 144, 78, 176], [113, 141, 145, 173], [141, 97, 173, 129], [182, 160, 214, 192], [208, 159, 240, 191]]"
578.tif,"[[38, 105, 70, 137], [12, 171, 44, 203], [99, 172, 131, 204], [135, 176, 167, 208], [105, 102, 137, 134], [134, 57, 166, 89], [175, 121, 207, 153], [200, 120, 232, 152]]"
579.tif,"[[196, 173, 228, 205], [-14, 129, 18, 161], [11, 128, 43, 160]]"
580.tif,"[[157, 34, 189, 66], [125, 116, 157, 148], [184, 29, 216, 61], [143, 181, 175, 213], [30, 56, 62, 88], [14, 144, 46, 176]]"
581.tif,"[[110, 30, 142, 62], [79, 112, 111, 144], [138, 24, 170, 56], [96, 177, 128, 209]]"
582.tif,"[[13, -12, 45, 20], [154, 57, 186, 89], [122, 139, 154, 171], [182, 52, 214, 84], [140, 204, 172, 236], [28, 79, 60, 111], [11, 167, 43, 199]]"
583.tif,"[[49, 1, 81, 33], [-15, 9, 17, 41], [23, 68, 55, 100], [109, 69, 141, 101], [145, 73, 177, 105], [115, -1, 147, 31], [185, 18, 217, 50], [63, 153, 95, 185], [90, 147, 122, 179], [173, 164, 205, 196]]"
584.tif,"[[-4, 82, 28, 114], [67, 99, 99, 131], [117, 27, 149, 59], [100, 114, 132, 146], [-15, 140, 17, 172], [18, 154, 50, 186], [76, 195, 108, 227], [192, 44, 224, 76]]"
585.tif,"[[187, 25, 219, 57], [36, 144, 68, 176], [85, 72, 117, 104], [68, 160, 100, 192], [-13, 199, 19, 231], [161, 89, 193, 121]]"
586.tif,"[[206, 25, 238, 57], [161, 15, 193, 47], [10, 135, 42, 167], [60, 63, 92, 95], [43, 150, 75, 182], [135, 80, 167, 112], [186, 110, 218, 142], [173, 208, 205, 240]]"
587.tif,"[[-12, 4, 20, 36], [24, 8, 56, 40], [52, 99, 84, 131], [123, 115, 155, 147], [172, 43, 204, 75], [155, 131, 187, 163], [41, 157, 73, 189], [74, 171, 106, 203]]"
588.tif,"[[181, -6, 213, 26], [66, 20, 98, 52], [99, 34, 131, 66], [157, 75, 189, 107], [42, 172, 74, 204], [98, 159, 130, 191], [81, 179, 113, 211], [162, 146, 194, 178]]"
589.tif,"[[37, -9, 69, 23], [69, 7, 101, 39], [-13, 47, 19, 79], [45, 88, 77, 120], [-13, 172, 19, 204], [50, 159, 82, 191], [199, 65, 231, 97]]"
590.tif,"[[77, 3, 109, 35], [45, 85, 77, 117], [104, -2, 136, 30], [187, 14, 219, 46], [176, 72, 208, 104], [63, 150, 95, 182]]"
591.tif,"[[181, -5, 213, 27], [66, 21, 98, 53], [99, 35, 131, 67], [157, 76, 189, 108], [43, 173, 75, 205], [99, 160, 131, 192], [82, 180, 114, 212], [162, 147, 194, 179]]"
592.tif,"[[175, -8, 207, 24], [61, 89, 93, 121], [117, 76, 149, 108], [100, 96, 132, 128], [180, 63, 212, 95], [176, 163, 208, 195], [72, 187, 104, 219], [37, 180, 69, 212]]"
593.tif,"[[52, -6, 84, 26], [85, 8, 117, 40], [143, 49, 175, 81], [28, 145, 60, 177], [84, 133, 116, 165], [67, 153, 99, 185], [148, 120, 180, 152]]"
