fn,bbox
7335.tif,"[[-9, 130, 23, 162], [161, 54, 193, 86], [100, 50, 132, 82], [10, 51, 42, 83]]"
7336.tif,"[[52, 183, 84, 215], [-9, 141, 23, 173], [161, 103, 193, 135], [196, 0, 228, 32], [131, -8, 163, 24], [69, 0, 101, 32], [71, 104, 103, 136], [9, 83, 41, 115], [5, -12, 37, 20]]"
7337.tif,"[[156, 126, 188, 158], [112, 102, 144, 134], [76, 208, 108, 240], [15, 204, 47, 236], [49, 101, 81, 133], [-15, 93, 17, 125]]"
7338.tif,"[[179, 165, 211, 197], [114, 157, 146, 189], [52, 165, 84, 197], [-12, 153, 20, 185]]"
7339.tif,"[[150, 173, 182, 205], [86, 161, 118, 193], [24, 143, 56, 175]]"
7340.tif,"[[70, 180, 102, 212], [109, 90, 141, 122], [47, 48, 79, 80], [128, 11, 160, 43], [66, -10, 98, 22], [31, 107, 63, 139], [14, 163, 46, 195]]"
7341.tif,"[[166, 92, 198, 124], [168, 196, 200, 228], [105, 175, 137, 207], [102, 80, 134, 112], [40, 62, 72, 94], [-15, -8, 17, 24], [-12, 117, 20, 149], [10, 174, 42, 206]]"
7342.tif,"[[152, 194, 184, 226], [148, 99, 180, 131], [86, 80, 118, 112], [31, 11, 63, 43], [34, 136, 66, 168], [57, 193, 89, 225]]"
7343.tif,"[[207, 111, 239, 143], [147, 194, 179, 226], [143, 99, 175, 131], [81, 81, 113, 113], [26, 11, 58, 43], [29, 137, 61, 169], [52, 193, 84, 225]]"
7344.tif,"[[206, 154, 238, 186], [142, 142, 174, 174], [80, 123, 112, 155], [25, 54, 57, 86], [28, 179, 60, 211]]"
7345.tif,"[[140, 196, 172, 228], [85, 126, 117, 158], [36, 135, 68, 167]]"
7346.tif,"[[188, 181, 220, 213], [184, 86, 216, 118], [122, 68, 154, 100], [67, -2, 99, 30], [18, 6, 50, 38], [70, 123, 102, 155], [92, 180, 124, 212], [10, 95, 42, 127], [8, 156, 40, 188]]"
7347.tif,"[[188, 6, 220, 38], [136, 62, 168, 94], [159, 119, 191, 151], [147, 177, 179, 209], [77, 34, 109, 66], [75, 95, 107, 127], [29, 159, 61, 191], [-5, 75, 27, 107]]"
7348.tif,"[[111, 200, 143, 232], [150, 110, 182, 142], [88, 68, 120, 100], [169, 32, 201, 64], [107, 11, 139, 43], [12, 10, 44, 42], [72, 128, 104, 160], [54, 184, 86, 216], [-7, 138, 25, 170], [0, 68, 32, 100]]"
7349.tif,"[[181, 200, 213, 232], [139, 145, 171, 177], [158, 102, 190, 134], [196, 12, 228, 44], [118, 30, 150, 62], [101, 85, 133, 117], [40, 40, 72, 72], [-11, 17, 21, 49], [-14, 184, 18, 216]]"
7350.tif,"[[173, 0, 205, 32], [155, 128, 187, 160], [161, 58, 193, 90], [104, 105, 136, 137], [43, 40, 75, 72]]"
7351.tif,"[[194, 202, 226, 234], [190, 27, 222, 59], [173, 86, 205, 118], [156, 142, 188, 174], [95, 97, 127, 129], [101, 27, 133, 59], [44, 74, 76, 106]]"
7352.tif,"[[184, 139, 216, 171]]"
7353.tif,"[[186, 196, 218, 228], [183, 101, 215, 133], [121, 83, 153, 115], [66, 13, 98, 45], [16, 21, 48, 53], [69, 138, 101, 170], [91, 195, 123, 227], [9, 110, 41, 142], [7, 171, 39, 203]]"
7354.tif,"[[201, 50, 233, 82], [97, -11, 129, 21], [149, 106, 181, 138], [172, 163, 204, 195], [89, 78, 121, 110], [88, 139, 120, 171], [42, 203, 74, 235], [7, 119, 39, 151], [31, -13, 63, 19]]"
7355.tif,"[[208, 92, 240, 124], [131, 34, 163, 66], [192, 152, 224, 184], [174, 208, 206, 240], [113, 162, 145, 194], [120, 92, 152, 124], [47, 10, 79, 42], [63, 139, 95, 171], [2, 74, 34, 106]]"
7356.tif,"[[117, 110, 149, 142], [159, 143, 191, 175]]"
7357.tif,"[[56, 20, 88, 52]]"
7358.tif,"[[206, 76, 238, 108], [167, 16, 199, 48], [52, 115, 84, 147], [187, 169, 219, 201], [94, 148, 126, 180]]"
7359.tif,"[[103, 72, 135, 104], [40, 14, 72, 46], [109, 161, 141, 193], [0, 108, 32, 140]]"
7360.tif,"[[178, 12, 210, 44], [123, 186, 155, 218], [110, 104, 142, 136], [26, 137, 58, 169]]"
7361.tif,"[[206, 16, 238, 48], [114, -5, 146, 27], [59, 170, 91, 202], [45, 88, 77, 120]]"
7362.tif,"[[164, 119, 196, 151], [89, 40, 121, 72], [96, 2, 128, 34], [78, 157, 110, 189], [183, 204, 215, 236]]"
7363.tif,"[[129, 206, 161, 238], [54, 128, 86, 160], [61, 89, 93, 121]]"
7364.tif,"[[191, 198, 223, 230], [116, 119, 148, 151], [123, 81, 155, 113], [21, -1, 53, 31]]"
7365.tif,"[[110, 14, 142, 46], [157, 85, 189, 117]]"
7366.tif,"[[204, 41, 236, 73], [106, -9, 138, 23], [20, 30, 52, 62], [67, 101, 99, 133], [125, 76, 157, 108], [163, 135, 195, 167]]"
7367.tif,"[[193, 83, 225, 115], [130, 25, 162, 57], [-6, 85, 26, 117], [52, 61, 84, 93], [199, 172, 231, 204], [90, 119, 122, 151]]"
7368.tif,"[[173, 105, 205, 137], [138, 21, 170, 53], [82, 86, 114, 118], [101, 188, 133, 220]]"
7369.tif,"[[172, 95, 204, 127], [137, 11, 169, 43], [81, 76, 113, 108], [100, 178, 132, 210]]"
7370.tif,"[[160, 136, 192, 168], [94, 135, 126, 167], [18, 151, 50, 183]]"
7371.tif,"[[174, 42, 206, 74], [83, 23, 115, 55], [102, 124, 134, 156], [25, 180, 57, 212]]"
7372.tif,"[[166, 99, 198, 131], [105, 34, 137, 66], [15, 15, 47, 47], [34, 117, 66, 149]]"
7373.tif,"[[118, 196, 150, 228], [167, 5, 199, 37], [90, 61, 122, 93], [16, 114, 48, 146]]"
7374.tif,"[[178, 39, 210, 71], [170, 128, 202, 160], [169, 189, 201, 221], [88, 169, 120, 201], [112, 37, 144, 69], [36, 54, 68, 86]]"
7375.tif,"[[182, 183, 214, 215], [147, 99, 179, 131], [91, 164, 123, 196], [43, 25, 75, 57]]"
7376.tif,"[[174, 158, 206, 190], [122, 199, 154, 231], [99, 121, 131, 153], [134, 59, 166, 91]]"
7377.tif,"[[-15, 194, 17, 226], [20, 132, 52, 164]]"
7378.tif,"[[154, -9, 186, 23], [159, 81, 191, 113], [50, 28, 82, 60]]"
7379.tif,"[[135, 11, 167, 43]]"
7380.tif,"[[170, 52, 202, 84], [95, 75, 127, 107], [90, 18, 122, 50]]"
7381.tif,"[[203, 88, 235, 120], [128, 112, 160, 144], [122, 55, 154, 87], [160, -8, 192, 24]]"
7382.tif,"[[152, 45, 184, 77], [77, 69, 109, 101], [72, 11, 104, 43]]"
7383.tif,"[[179, 197, 211, 229], [151, 62, 183, 94], [77, 115, 109, 147], [2, 139, 34, 171], [-4, 81, 28, 113], [34, 18, 66, 50]]"
7384.tif,"[[130, 29, 162, 61]]"
7385.tif,"[[126, 182, 158, 214]]"
7386.tif,"[[23, 16, 55, 48]]"
7387.tif,"[[117, 161, 149, 193], [62, 126, 94, 158], [16, 96, 48, 128], [57, 40, 89, 72], [152, 67, 184, 99], [197, 15, 229, 47], [82, -1, 114, 31]]"
7388.tif,"[[192, 195, 224, 227], [137, 159, 169, 191], [91, 129, 123, 161], [132, 73, 164, 105], [157, 32, 189, 64], [193, -15, 225, 17]]"
7389.tif,"[[57, 187, 89, 219], [11, 157, 43, 189], [53, 101, 85, 133], [148, 129, 180, 161], [192, 77, 224, 109], [77, 60, 109, 92], [114, 13, 146, 45]]"
7390.tif,"[[123, 173, 155, 205], [78, 143, 110, 175], [119, 88, 151, 120], [144, 46, 176, 78], [180, -1, 212, 31]]"
7391.tif,"[[88, 189, 120, 221], [45, 141, 77, 173], [-10, 106, 22, 138], [-14, 20, 18, 52], [81, 47, 113, 79], [176, 109, 208, 141], [126, -5, 158, 27]]"
7392.tif,"[[67, 124, 99, 156], [24, 77, 56, 109], [155, 45, 187, 77], [204, -6, 236, 26]]"
7393.tif,"[[9, 34, 41, 66], [76, 14, 108, 46], [144, 58, 176, 90]]"
7394.tif,"[[-9, 153, 23, 185], [79, 74, 111, 106], [146, 54, 178, 86], [128, 23, 160, 55], [180, 10, 212, 42]]"
7395.tif,"[[47, 168, 79, 200], [96, 117, 128, 149], [179, 170, 211, 202]]"
7396.tif,"[[67, 156, 99, 188], [162, 183, 194, 215], [207, 131, 239, 163], [92, 114, 124, 146], [77, 22, 109, 54], [143, 36, 175, 68], [129, 67, 161, 99]]"
7397.tif,"[[-2, 207, 30, 239], [39, 152, 71, 184], [134, 179, 166, 211], [179, 127, 211, 159], [64, 110, 96, 142], [49, 18, 81, 50], [115, 32, 147, 64], [101, 63, 133, 95]]"
7398.tif,"[[9, 177, 41, 209], [-5, 208, 27, 240]]"
7399.tif,"[[147, 202, 179, 234], [133, 110, 165, 142], [198, 124, 230, 156], [184, 155, 216, 187]]"
7400.tif,"[[94, 164, 126, 196]]"
7401.tif,"[[11, 144, 43, 176], [78, 124, 110, 156], [60, 93, 92, 125], [92, 32, 124, 64], [112, 80, 144, 112], [146, 169, 178, 201]]"
7402.tif,"[[-9, 50, 23, 82], [11, 99, 43, 131], [45, 187, 77, 219], [193, 166, 225, 198], [176, 143, 208, 175], [150, 62, 182, 94], [206, 86, 238, 118]]"
7403.tif,"[[29, 58, 61, 90], [117, 103, 149, 135], [138, 125, 170, 157], [206, 162, 238, 194], [177, 37, 209, 69], [160, 14, 192, 46]]"
7404.tif,"[[168, 11, 200, 43]]"
7405.tif,"[[29, 92, 61, 124], [50, 114, 82, 146], [118, 151, 150, 183], [172, 108, 204, 140], [90, 26, 122, 58], [72, 2, 104, 34]]"
7406.tif,"[[28, 155, 60, 187], [49, 177, 81, 209], [171, 172, 203, 204], [89, 89, 121, 121], [71, 66, 103, 98], [46, -15, 78, 17], [102, 9, 134, 41], [156, 36, 188, 68]]"
7407.tif,"[[109, 192, 141, 224], [27, 130, 59, 162], [81, 88, 113, 120], [-1, 6, 31, 38]]"
7408.tif,"[[36, 173, 68, 205], [21, 37, 53, 69]]"
7409.tif,"[[63, 150, 95, 182], [46, 126, 78, 158], [20, 46, 52, 78], [76, 70, 108, 102], [131, 97, 163, 129], [195, 15, 227, 47]]"
7410.tif,"[[13, 137, 45, 169], [34, 159, 66, 191], [102, 195, 134, 227], [156, 153, 188, 185], [74, 71, 106, 103], [56, 47, 88, 79], [86, -9, 118, 23], [141, 18, 173, 50]]"
7411.tif,"[[-6, 197, 26, 229], [142, 176, 174, 208], [124, 152, 156, 184], [99, 72, 131, 104], [154, 96, 186, 128]]"
7412.tif,"[[-4, 156, 28, 188], [52, 179, 84, 211], [107, 207, 139, 239], [171, 125, 203, 157], [150, 4, 182, 36]]"
7413.tif,"[[45, 200, 77, 232], [105, 134, 137, 166], [88, 110, 120, 142], [62, 30, 94, 62], [118, 53, 150, 85], [173, 81, 205, 113]]"
7414.tif,"[[94, 97, 126, 129], [27, 68, 59, 100], [141, 7, 173, 39]]"
7415.tif,"[[37, 194, 69, 226], [169, 141, 201, 173], [101, 112, 133, 144], [81, -8, 113, 24], [146, 23, 178, 55], [179, -12, 211, 20]]"
7416.tif,"[[43, 121, 75, 153], [108, 152, 140, 184], [177, 181, 209, 213], [141, 117, 173, 149], [93, 44, 125, 76], [179, 63, 211, 95]]"
7417.tif,"[[66, 149, 98, 181], [-2, 121, 30, 153], [43, 32, 75, 64], [112, 60, 144, 92], [76, -3, 108, 29], [151, 17, 183, 49]]"
7418.tif,"[[27, 139, 59, 171], [5, 21, 37, 53], [74, 49, 106, 81], [38, -14, 70, 18], [112, 7, 144, 39]]"
7419.tif,"[[19, 134, 51, 166], [84, 165, 116, 197], [153, 193, 185, 225], [117, 130, 149, 162], [192, 150, 224, 182], [69, 57, 101, 89], [155, 75, 187, 107]]"
7420.tif,"[[41, 166, 73, 198], [4, 91, 36, 123], [88, 114, 120, 146], [147, 174, 179, 206], [126, 45, 158, 77], [72, 17, 104, 49]]"
7421.tif,"[[111, 164, 143, 196], [176, 195, 208, 227], [161, 88, 193, 120]]"
7422.tif,"[[56, 175, 88, 207], [140, 198, 172, 230], [179, 129, 211, 161], [125, 101, 157, 133]]"
7423.tif,"[[-5, 118, 27, 150], [64, 147, 96, 179], [28, 84, 60, 116], [103, 104, 135, 136], [66, 29, 98, 61], [150, 52, 182, 84]]"
7424.tif,"[[-3, 155, 29, 187], [45, 103, 77, 135], [103, 164, 135, 196], [83, 35, 115, 67], [29, 7, 61, 39], [182, 34, 214, 66]]"
7425.tif,"[[65, 163, 97, 195], [103, 94, 135, 126], [49, 66, 81, 98], [202, 93, 234, 125]]"
7426.tif,"[[30, 168, 62, 200], [114, 191, 146, 223], [153, 123, 185, 155], [99, 94, 131, 126]]"
7427.tif,"[[11, 147, 43, 179], [110, 146, 142, 178], [154, 25, 186, 57], [105, 17, 137, 49]]"
7428.tif,"[[16, 121, 48, 153]]"
7429.tif,"[[72, 51, 104, 83], [16, 18, 48, 50]]"
7430.tif,"[[176, 109, 208, 141], [128, 101, 160, 133], [96, 35, 128, 67], [63, 64, 95, 96], [19, 38, 51, 70]]"
7431.tif,"[[103, 164, 135, 196], [70, 192, 102, 224], [26, 166, 58, 198], [-14, 148, 18, 180]]"
7432.tif,"[[166, 154, 198, 186], [134, 88, 166, 120], [101, 117, 133, 149], [57, 91, 89, 123], [17, 73, 49, 105]]"
7433.tif,"[[178, 159, 210, 191], [129, 151, 161, 183], [97, 85, 129, 117], [64, 113, 96, 145], [20, 88, 52, 120]]"
7434.tif,"[[202, 162, 234, 194], [161, 144, 193, 176]]"
7435.tif,"[[112, 27, 144, 59], [155, 139, 187, 171], [50, 45, 82, 77]]"
7436.tif,"[[101, -11, 133, 21], [144, 101, 176, 133], [38, 7, 70, 39]]"
7437.tif,"[[94, 3, 126, 35], [137, 114, 169, 146], [32, 20, 64, 52]]"
7438.tif,"[[103, 146, 135, 178]]"
7439.tif,"[[94, 144, 126, 176]]"
7440.tif,"[[144, 117, 176, 149]]"
7441.tif,"[[141, 74, 173, 106]]"
7442.tif,"[[55, 14, 87, 46], [166, 97, 198, 129]]"
7443.tif,"[[112, 132, 144, 164], [203, 6, 235, 38]]"
7444.tif,"[[16, 47, 48, 79]]"
7445.tif,"[[170, 191, 202, 223], [153, 23, 185, 55]]"
7446.tif,"[[70, 79, 102, 111], [5, 157, 37, 189]]"
7447.tif,"[[97, 156, 129, 188], [166, 83, 198, 115], [48, 8, 80, 40], [-11, 53, 21, 85]]"
7448.tif,"[[146, 123, 178, 155], [72, 13, 104, 45], [86, 168, 118, 200]]"
7449.tif,"[[153, 108, 185, 140]]"
7450.tif,"[[174, 164, 206, 196], [125, 16, 157, 48], [65, 61, 97, 93]]"
7451.tif,"[[49, 132, 81, 164]]"
7452.tif,"[[135, 38, 167, 70]]"
7453.tif,"[[11, 161, 43, 193]]"
7454.tif,"[[137, 117, 169, 149]]"
7455.tif,"[[72, 11, 104, 43]]"
7456.tif,"[[54, 54, 86, 86]]"
7457.tif,"[[207, 148, 239, 180], [92, 117, 124, 149]]"
7458.tif,"[[146, 128, 178, 160]]"
7459.tif,"[[173, 126, 205, 158], [110, 138, 142, 170], [55, 199, 87, 231]]"
7460.tif,"[[200, 48, 232, 80], [79, 125, 111, 157], [16, 137, 48, 169]]"
7461.tif,"[[125, 77, 157, 109], [62, 89, 94, 121], [7, 150, 39, 182]]"
7462.tif,"[[79, 128, 111, 160]]"
7463.tif,"[[18, 83, 50, 115], [33, 204, 65, 236], [122, 136, 154, 168]]"
7464.tif,"[[21, 48, 53, 80], [36, 168, 68, 200], [126, 101, 158, 133], [185, 188, 217, 220]]"
7465.tif,"[[73, 0, 105, 32], [11, 97, 43, 129], [49, 152, 81, 184], [129, 105, 161, 137], [159, 202, 191, 234]]"
7466.tif,"[[133, 72, 165, 104], [170, 128, 202, 160]]"
7467.tif,"[[-14, 102, 18, 134], [90, 155, 122, 187]]"
7468.tif,"[[9, 9, 41, 41], [38, 106, 70, 138], [77, 124, 109, 156], [122, 98, 154, 130], [203, 95, 235, 127]]"
7469.tif,"[[28, 11, 60, 43], [4, 164, 36, 196], [85, 117, 117, 149], [177, 32, 209, 64], [197, 205, 229, 237]]"
7470.tif,"[[-7, 78, 25, 110], [86, -7, 118, 25], [23, 175, 55, 207], [61, 193, 93, 225], [106, 167, 138, 199], [187, 164, 219, 196], [142, 9, 174, 41]]"
7471.tif,"[[36, 6, 68, 38], [65, 103, 97, 135], [103, 121, 135, 153], [148, 95, 180, 127]]"
7472.tif,"[[2, -10, 34, 22], [23, 164, 55, 196], [104, 161, 136, 193], [154, 164, 186, 196], [58, 6, 90, 38], [145, 29, 177, 61], [159, 124, 191, 156]]"
7473.tif,"[[161, 27, 193, 59], [146, 84, 178, 116], [152, 133, 184, 165]]"
7474.tif,"[[103, 49, 135, 81], [88, 105, 120, 137], [94, 155, 126, 187], [189, 152, 221, 184], [201, 104, 233, 136]]"
7475.tif,"[[169, 9, 201, 41], [175, 58, 207, 90]]"
7476.tif,"[[12, 203, 44, 235], [58, -6, 90, 26], [64, 43, 96, 75], [159, 41, 191, 73], [171, -8, 203, 24]]"
7477.tif,"[[32, 83, 64, 115]]"
7478.tif,"[[26, 85, 58, 117], [88, 97, 120, 129], [38, 36, 70, 68], [197, 31, 229, 63]]"
7479.tif,"[[58, 127, 90, 159], [119, 139, 151, 171], [70, 79, 102, 111]]"
7480.tif,"[[8, 108, 40, 140], [117, 43, 149, 75]]"
7481.tif,"[[-8, 138, 24, 170], [74, 135, 106, 167], [88, 188, 120, 220], [123, 138, 155, 170], [115, 3, 147, 35], [206, 134, 238, 166], [206, 158, 238, 190], [129, 98, 161, 130]]"
7482.tif,"[[8, 70, 40, 102], [46, 88, 78, 120], [91, 62, 123, 94], [137, 189, 169, 221], [172, 59, 204, 91], [186, 112, 218, 144]]"
7483.tif,"[[-4, 158, 28, 190], [32, 108, 64, 140], [114, 104, 146, 136], [114, 128, 146, 160], [37, 67, 69, 99], [191, 14, 223, 46], [178, 122, 210, 154], [143, 153, 175, 185], [206, 165, 238, 197]]"
7484.tif,"[[27, 54, 59, 86], [177, 22, 209, 54], [113, 77, 145, 109], [205, 208, 237, 240], [128, 172, 160, 204]]"
7485.tif,"[[18, 110, 50, 142], [58, 14, 90, 46], [168, 78, 200, 110], [104, 134, 136, 166]]"
7486.tif,"[[20, 122, 52, 154], [61, 25, 93, 57], [170, 90, 202, 122], [107, 145, 139, 177]]"
7487.tif,"[[23, 198, 55, 230], [77, 7, 109, 39], [14, 63, 46, 95], [105, 194, 137, 226], [28, 157, 60, 189], [175, 35, 207, 67], [182, 105, 214, 137]]"
7488.tif,"[[38, 97, 70, 129], [52, 151, 84, 183], [87, 101, 119, 133], [170, 97, 202, 129], [170, 120, 202, 152], [93, 60, 125, 92], [199, 146, 231, 178]]"
7489.tif,"[[5, 123, 37, 155], [41, -7, 73, 25], [55, 46, 87, 78], [90, -4, 122, 28], [173, -8, 205, 24], [173, 16, 205, 48], [202, 41, 234, 73]]"
7490.tif,"[[4, 89, 36, 121], [17, 142, 49, 174], [53, 92, 85, 124], [136, 88, 168, 120], [135, 112, 167, 144], [58, 52, 90, 84], [200, 107, 232, 139], [165, 137, 197, 169]]"
7491.tif,"[[32, 76, 64, 108], [38, 146, 70, 178], [116, 139, 148, 171], [159, 102, 191, 134], [197, 151, 229, 183]]"
7492.tif,"[[35, 123, 67, 155], [35, 147, 67, 179], [112, 34, 144, 66], [99, 141, 131, 173], [64, 172, 96, 204], [127, 185, 159, 217], [177, 132, 209, 164], [190, 27, 222, 59]]"
7493.tif,"[[6, 15, 38, 47], [5, 39, 37, 71], [70, 34, 102, 66], [35, 65, 67, 97], [97, 77, 129, 109], [147, 25, 179, 57]]"
7494.tif,"[[69, -1, 101, 31], [134, -6, 166, 26], [99, 25, 131, 57], [161, 37, 193, 69]]"
7495.tif,"[[34, -3, 66, 29], [34, 21, 66, 53], [98, 15, 130, 47], [63, 46, 95, 78], [126, 58, 158, 90], [176, 6, 208, 38]]"
7496.tif,"[[5, 132, 37, 164], [4, 156, 36, 188], [81, 43, 113, 75], [68, 150, 100, 182], [33, 181, 65, 213], [96, 193, 128, 225], [146, 141, 178, 173], [159, 36, 191, 68], [202, -1, 234, 31]]"
7497.tif,"[[28, -2, 60, 30], [35, 68, 67, 100], [22, 175, 54, 207], [-13, 206, 19, 238], [99, 166, 131, 198], [112, 61, 144, 93], [155, 24, 187, 56], [193, 72, 225, 104], [193, 150, 225, 182], [162, 179, 194, 211]]"
7498.tif,"[[14, 135, 46, 167], [51, 183, 83, 215], [126, 185, 158, 217]]"
7499.tif,"[[-12, 204, 20, 236], [38, 152, 70, 184], [51, 47, 83, 79], [95, 10, 127, 42], [132, 58, 164, 90], [132, 137, 164, 169], [101, 165, 133, 197], [207, 60, 239, 92]]"
7500.tif,"[[-7, 146, 25, 178], [43, 94, 75, 126], [56, -11, 88, 21], [137, 0, 169, 32], [137, 79, 169, 111], [107, 179, 139, 211], [194, 188, 226, 220], [106, 107, 138, 139]]"
7501.tif,"[[16, 5, 48, 37], [43, 49, 75, 81], [93, -3, 125, 29], [157, 81, 189, 113], [156, 9, 188, 41]]"
7502.tif,"[[69, 17, 101, 49], [39, 117, 71, 149], [126, 126, 158, 158], [38, 45, 70, 77], [174, 43, 206, 75], [177, -10, 209, 22]]"
7503.tif,"[[27, 17, 59, 49], [121, 1, 153, 33], [90, 101, 122, 133], [178, 110, 210, 142], [90, 29, 122, 61]]"
7504.tif,"[[-5, 128, 27, 160], [38, 91, 70, 123], [76, 139, 108, 171], [150, 141, 182, 173], [184, 190, 216, 222]]"
7505.tif,"[[-13, 132, 19, 164], [36, 49, 68, 81], [38, -4, 70, 28]]"
7506.tif,"[[56, 7, 88, 39], [56, 85, 88, 117], [26, 186, 58, 218], [113, 194, 145, 226], [25, 114, 57, 146], [130, 9, 162, 41], [161, 112, 193, 144], [164, 58, 196, 90]]"
7507.tif,"[[155, 112, 187, 144], [129, 157, 161, 189]]"
7508.tif,"[[-9, 63, 23, 95], [72, 7, 104, 39]]"
7509.tif,"[[62, 15, 94, 47], [36, 61, 68, 93]]"
7510.tif,"[[63, 112, 95, 144], [101, 200, 133, 232]]"
7511.tif,"[[7, 126, 39, 158], [146, 56, 178, 88]]"
7512.tif,"[[7, 49, 39, 81]]"
7513.tif,"[[18, 61, 50, 93], [25, 135, 57, 167], [140, 200, 172, 232]]"
7514.tif,"[[27, 16, 59, 48], [142, 82, 174, 114]]"
7515.tif,"[[39, 44, 71, 76], [46, 118, 78, 150], [161, 184, 193, 216]]"
7516.tif,"[[110, 161, 142, 193]]"
7517.tif,"[[157, 49, 189, 81]]"
7518.tif,"[[88, 119, 120, 151]]"
7519.tif,"[[25, 108, 57, 140], [166, 87, 198, 119], [102, -5, 134, 27]]"
7520.tif,"[[14, 137, 46, 169]]"
7521.tif,"[[101, 25, 133, 57], [51, 105, 83, 137]]"
7522.tif,"[[97, 43, 129, 75], [52, 169, 84, 201], [-12, 76, 20, 108], [10, -9, 42, 23]]"
7523.tif,"[[18, 133, 50, 165], [204, -14, 236, 18], [159, 112, 191, 144], [95, 20, 127, 52]]"
7524.tif,"[[197, 16, 229, 48], [147, 97, 179, 129], [38, 130, 70, 162], [61, 44, 93, 76], [6, 10, 38, 42]]"
7525.tif,"[[174, 196, 206, 228], [88, 144, 120, 176], [9, 188, 41, 220], [33, 109, 65, 141]]"
7526.tif,"[[65, 181, 97, 213], [206, 161, 238, 193], [142, 68, 174, 100], [85, 27, 117, 59]]"
7527.tif,"[[138, 153, 170, 185], [59, 198, 91, 230], [83, 119, 115, 151]]"
7528.tif,"[[47, 11, 79, 43]]"
7529.tif,"[[32, 108, 64, 140]]"
7530.tif,"[[146, 170, 178, 202]]"
7531.tif,"[[173, 47, 205, 79]]"
7532.tif,"[[139, 114, 171, 146]]"
7533.tif,"[[66, 146, 98, 178], [168, 103, 200, 135]]"
7534.tif,"[[112, 186, 144, 218]]"
7535.tif,"[[94, 105, 126, 137]]"
7536.tif,"[[135, 11, 167, 43], [0, 155, 32, 187], [85, 170, 117, 202]]"
7537.tif,"[[81, 65, 113, 97], [166, 80, 198, 112], [166, 202, 198, 234]]"
7538.tif,"[[18, 39, 50, 71], [103, 54, 135, 86], [103, 176, 135, 208]]"
7539.tif,"[[38, 19, 70, 51], [38, 141, 70, 173]]"
7540.tif,"[[14, 49, 46, 81], [104, 121, 136, 153]]"
7541.tif,"[[108, 43, 140, 75]]"
7542.tif,"[[101, 112, 133, 144]]"
7543.tif,"[[72, 7, 104, 39]]"
7544.tif,"[[34, 23, 66, 55]]"
7545.tif,"[[153, 32, 185, 64]]"
7546.tif,"[[144, 65, 176, 97]]"
7547.tif,"[[18, 61, 50, 93]]"
7548.tif,"[[63, 20, 95, 52]]"
7549.tif,"[[79, 63, 111, 95]]"
7550.tif,"[[128, 97, 160, 129]]"
7551.tif,"[[186, 41, 218, 73], [157, 180, 189, 212]]"
7552.tif,"[[14, 92, 46, 124]]"
7553.tif,"[[148, 2, 180, 34], [119, 141, 151, 173]]"
7554.tif,"[[128, 108, 160, 140]]"
7555.tif,"[[123, 144, 155, 176]]"
7556.tif,"[[155, 99, 187, 131]]"
7557.tif,"[[135, 94, 167, 126], [21, 47, 53, 79]]"
7558.tif,"[[180, 121, 212, 153], [7, 90, 39, 122], [67, 74, 99, 106]]"
7559.tif,"[[130, 85, 162, 117]]"
7560.tif,"[[79, 72, 111, 104], [139, 56, 171, 88]]"
7561.tif,"[[72, 43, 104, 75]]"
7562.tif,"[[18, 114, 50, 146]]"
7563.tif,"[[159, 90, 191, 122]]"
7564.tif,"[[99, 128, 131, 160], [135, 147, 167, 179]]"
7565.tif,"[[143, 122, 175, 154], [179, 141, 211, 173]]"
7566.tif,"[[182, 146, 214, 178]]"
7567.tif,"[[-10, 17, 22, 49], [130, 108, 162, 140], [-12, 125, 20, 157]]"
7568.tif,"[[192, 64, 224, 96], [92, 65, 124, 97], [47, 56, 79, 88]]"
7569.tif,"[[119, 48, 151, 80], [74, 38, 106, 70]]"
7570.tif,"[[29, 76, 61, 108], [170, 167, 202, 199], [27, 184, 59, 216]]"
7571.tif,"[[175, 81, 207, 113], [123, 95, 155, 127], [65, 141, 97, 173], [13, 76, 45, 108], [7, 166, 39, 198]]"
7572.tif,"[[153, 42, 185, 74], [114, 107, 146, 139], [63, 121, 95, 153], [4, 167, 36, 199]]"
7573.tif,"[[174, -10, 206, 22], [135, 54, 167, 86], [84, 68, 116, 100], [25, 114, 57, 146]]"
7574.tif,"[[175, 124, 207, 156], [123, 58, 155, 90], [117, 148, 149, 180], [-3, 112, 29, 144], [62, 97, 94, 129], [48, 175, 80, 207]]"
7575.tif,"[[195, 68, 227, 100], [144, 82, 176, 114], [85, 128, 117, 160], [33, 63, 65, 95], [27, 153, 59, 185]]"
7576.tif,"[[14, 168, 46, 200], [66, 180, 98, 212], [-13, 70, 19, 102]]"
7577.tif,"[[49, 45, 81, 77], [101, 56, 133, 88], [100, 169, 132, 201]]"
7578.tif,"[[123, -10, 155, 22], [176, 2, 208, 34], [175, 114, 207, 146], [116, 184, 148, 216]]"
7579.tif,"[[186, 50, 218, 82], [65, 14, 97, 46], [130, -1, 162, 31], [117, 77, 149, 109], [152, 153, 184, 185], [160, 165, 192, 197], [147, 195, 179, 227], [97, 197, 129, 229], [126, 172, 158, 204], [81, 119, 113, 151], [29, 156, 61, 188], [6, 49, 38, 81], [-12, 93, 20, 125]]"
7580.tif,"[[190, 133, 222, 165], [131, 179, 163, 211], [80, 114, 112, 146], [74, 204, 106, 236], [18, 153, 50, 185]]"
